Element Name,Windows NT,Windows,Component,Redistributable,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
EAPWRAPPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
IASCOMMONPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
IASCOMPONENTPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
IASDATASTORE,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
IASDOMAINTYPE,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
IASOSTYPE,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
IASPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
NAMESPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
NAPPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
NEW_LOG_FILE_FREQUENCY,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
NTEVENTLOGPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
NTSAMPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
POLICYPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
PROFILEPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
PROTOCOLPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
RADIUSPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
RADIUSPROXYPROPERTIES,Windows .NET Server only,,SDO,,SdoIas.idl,,,,,,enumeration
RADIUSSERVERGROUPPROPERTIES,Windows .NET Server only,,SDO,,SdoIas.idl,,,,,,enumeration
RADIUSSERVERPROPERTIES,Windows .NET Server only,,SDO,,SdoIas.idl,,,,,,enumeration
SERVICE_TYPE,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
USERPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
VENDORPROPERTIES,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,,,,,enumeration
ISdo,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,IasSdo.dll,,,,interface
ISdoCollection,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,IasSdo.dll,,,,interface
ISdoDictionaryOld,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,IasSdo.dll,,,,interface
ISdoMachine,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,IasSdo.dll,,,,interface
ISdoServiceControl,Windows 2000 Server and Windows .NET Server,,SDO,,SdoIas.idl,,IasSdo.dll,,,,interface
IsDestinationReachable,Windows 2000 and later,Windows Me,SENS,Internet Explorer 5 or later on Windows NT 4.0 and Windows 95/98,Sensapi.h,,Sensapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
IsNetworkAlive,Windows 2000 and later,Windows Me,SENS,Internet Explorer 5 or later on Windows NT 4.0 and Windows 95/98,Sensapi.h,,Sensapi.lib,,,,function
ISensLogon,Windows 2000 and later,Unsupported,SENS,,Sensevts.h,,Sensevts.tlb,,,,interface
ISensLogon2,Windows XP and Windows .NET Server,Unsupported,SENS,,Sensevts.h,,Sensevts.tlb,,,,interface
ISensNetwork,Windows 2000 and later,Windows Me,SENS,Internet Explorer 5 or later on Windows NT 4.0 and Windows 95/98,Sensevts.h,,Sensevts.tlb,,,,interface
ISensOnNow,Windows 2000 and later,Unsupported,SENS,,Sensevts.h,,Sensevts.tlb,,,,interface
QOCINFO,Windows 2000 and later,Windows Me,SENS,Internet Explorer 5 or later on Windows NT 4.0 and Windows 95/98,Sensapi.h,,,,,,structure
SENS_QOCINFO,Windows 2000 and later,Windows Me,SENS,Internet Explorer 5 or later on Windows NT 4.0 and Windows 95/98,Sensevts.h,,,,,,structure
PFSCE_FREE_INFO,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,callback function
PFSCE_LOG_INFO,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,callback function
PFSCE_QUERY_INFO,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,callback function
PFSCE_SET_INFO,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,callback function
SceSvcAttachmentAnalyze,Windows 2000 and later,,Service Security Attachments,,,,,,,,entry-point function
SceSvcAttachmentConfig,Windows 2000 and later,,Service Security Attachments,,,,,,,,entry-point function
SceSvcAttachmentUpdate,Windows 2000 and later,,Service Security Attachments,,,,,,,,entry-point function
SCESVC_INFO_TYPE,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,enumeration
ISceSvcAttachmentData,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,interface
ISceSvcAttachmentPersistInfo,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,interface
SCE_ENUMERATION_CONTEXT,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,simple data type
SCE_HANDLE,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,simple data type
SCESTATUS,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,simple data type
SCESVC_HANDLE,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,simple data type
SCESVC_ANALYSIS_INFO,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,structure
SCESVC_ANALYSIS_LINE,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,structure
SCESVC_CALLBACK_INFO,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,structure
SCESVC_CONFIGURATION_INFO,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,structure
SCESVC_CONFIGURATION_LINE,Windows 2000 and later,,Service Security Attachments,,Scesvc.h,,,,,,structure
SP_FILE_CALLBACK,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,callback function
InstallHinfSection,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupAddInstallSectionToDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupAddSectionToDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupAddToDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupAddToSourceList,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupBackupError,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupCancelTemporarySourceList,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupCloseFileQueue,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupCloseInfFile,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupCloseLog,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupCommitFileQueue,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupCopyError,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupCopyOEMInf,Windows 2000 and later,Unsupported,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions.,function
SetupCreateDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupDecompressOrCopyFile,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupDefaultQueueCallback,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupDeleteError,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupDestroyDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupFindFirstLine,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupFindNextLine,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupFindNextMatchLine,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupFreeSourceList,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetBinaryField,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupGetFieldCount,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupGetFileCompressionInfo,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetFileCompressionInfoEx,Windows XP and Windows .NET Server,Unsupported,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetFileQueueFlags,Windows XP and Windows .NET Server,Unsupported,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetInfFileList,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetInfInformation,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupGetInflnformation,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupGetIntField,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupGetLineByIndex,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetLineCount,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetLineText,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetMultiSzField,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetSourceFileLocation,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetSourceFileSize,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetSourceInfo,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetStringField,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupGetTargetPath,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupInitDefaultQueueCallback,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupInitDefaultQueueCallbackEx,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupInitializeFileLog,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupInstallFile,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupInstallFileEx,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupInstallFilesFromInfSection,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupInstallFromInfSection,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupInstallServicesFromInfSection,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupIterateCabinet,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupLogError,Windows 2000 and later,Unsupported,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions.,function
SetupLogFile,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupOpenAppendInfFile,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupOpenFileQueue,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupOpenInfFile,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupOpenLog,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupOpenMasterInf,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupPromptForDisk,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupPromptReboot,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupQueryDrivesInDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueryFileLog,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueryInfFileInformation,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueryInfOriginalFileInformation,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueryInfVersionInformation,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQuerySourceList,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQuerySpaceRequiredOnDrive,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueCopy,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueCopyIndirect,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueCopySection,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueDefaultCopy,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueDelete,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueDeleteSection,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueRename,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupQueueRenameSection,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupRemoveFileLogEntry,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupRemoveFromDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupRemoveFromSourceList,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupRemoveInstallSectionFromDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupRemoveSectionFromDiskSpaceList,Windows NT 4.0 SP3 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupRenameError,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupScanFileQueue,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupSetDirectoryId,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupSetFileQueueFlags,Windows XP and Windows .NET Server,Unsupported,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupSetPlatformPathOverride,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupSetSourceList,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
SetupTermDefaultQueueCallback,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupTerminateFileLog,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,Setupapi.lib,,,,function
SetupUninstallOEMInf,Windows XP and Windows .NET Server,Unsupported,Setup,,Setupapi.h,,Setupapi.lib,,,Implemented as Unicode and ANSI versions.,function
SPFILENOTIFY_COPYERROR,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_DELETEERROR,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_ENDCOPY,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_ENDDELETE,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_ENDQUEUE,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_ENDREGISTRATION,Windows XP and Windows .NET Server,Unsupported,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_ENDRENAME,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_ENDSUBQUEUE,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_FILEEXTRACTED,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_FILEINCABINET,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_FILEOPDELAYED,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_LANGMISMATCH,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_NEEDMEDIA,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_NEEDNEWCABINET,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_QUEUESCAN,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_QUEUESCAN_EX,Windows 2000 and later,Unsupported,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_QUEUESCAN_SIGNERINFO,Windows XP and Windows .NET Server,Unsupported,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_RENAMEERROR,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_STARTCOPY,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_STARTDELETE,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_STARTQUEUE,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_STARTREGISTRATION,Windows XP and Windows .NET Server,Unsupported,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_STARTRENAME,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_STARTSUBQUEUE,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
SPFILENOTIFY_TARGETEXISTS,Windows NT 4.0 and later,Windows 95 and later,Setup,,Setupapi.h,,,,,,notification message
