Element Name,Windows NT,Windows,Component,Redistributable,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
ImmAssociateContextEx,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmConfigureIME,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmCreateContext,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmDestroyContext,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmDisableIME,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmEnumInputContext,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmEnumRegisterWord,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmEscape,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetCandidateList,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetCandidateListCount,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetCandidateWindow,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetCompositionFont,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetCompositionString,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetCompositionWindow,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetContext,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetConversionList,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetConversionStatus,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetDefaultIMEWnd,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetDescription,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetGuideLine,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetIMEFileName,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetImeMenuItems,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetOpenStatus,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetProperty,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetRegisterWordStyle,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmGetStatusWindowPos,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmGetVirtualKey,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmInstallIME,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmIsIME,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmIsUIMessage,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP.,function
ImmNotifyIME,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmRegisterWord,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmReleaseContext,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetCandidateWindow,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetCompositionFont,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmSetCompositionString,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
ImmSetCompositionWindow,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetConversionStatus,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetOpenStatus,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSetStatusWindowPos,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmSimulateHotKey,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,,function
ImmUnregisterWord,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,Imm32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP and Windows 98/Me.,function
IsDBCSLeadByte,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsDBCSLeadByteEx,Windows NT 3.51 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsTextUnicode,Windows NT 3.5 and later,Unsupported,Base/intl,Microsoft Layer for Unicode on Windows 95/98/Me,Winbase.h,Windows.h,Advapi32.lib,,,,function
IsValidCodePage,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsValidLanguageGroup,Windows 2000 and later,Windows 98 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
IsValidLocale,Windows NT 3.5 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
LCMapString,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
MultiByteToWideChar,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
ScriptApplyDigitSubstitution,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptApplyLogicalWidth,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptBreak,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptCacheGetHeight,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptCPtoX,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptFreeCache,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptGetCMap,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptGetFontProperties,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptGetGlyphABCWidth,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptGetLogicalWidths,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptGetProperties,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptIsComplex,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptItemize,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptJustify,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptLayout,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptPlace,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptRecordDigitSubstitution,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptShape,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptString_pcOutChars,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptString_pLogAttr,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptString_pSize,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringAnalyse,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringCPtoX,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringFree,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringGetLogicalWidths,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringGetOrder,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringOut,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringValidate,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptStringXtoCP,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptTextOut,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
ScriptXtoCP,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,Usp10.lib,,,,function
SetCalendarInfo,Windows 2000 and later,Windows 98 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows 2000/XP. Also supported by Microsoft Layer for Unicode.,function
SetLocaleInfo,Windows NT 3.5 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
SetThreadLocale,Windows NT 3.1 and later,Unsupported,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
SetUserGeoID,Windows XP and Windows .NET Server,Windows Me,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
TranslateCharsetInfo,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Wingdi.h,Windows.h,Gdi32.lib,,,,function
WideCharToMultiByte,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,Kernel32.lib,,,,function
LANGIDFROMLCID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
MAKELANGID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
MAKELCID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
MAKESORTLCID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
PRIMARYLANGID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
SORTIDFROMLCID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
SORTVERSIONFROMLCID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
SUBLANGID,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
TEXT,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnt.h,Windows.h,,,,,macro
IMC_CLOSESTATUSWINDOW,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_GETCANDIDATEPOS,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_GETCOMPOSITIONFONT,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_GETCOMPOSITIONWINDOW,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_GETSTATUSWINDOWPOS,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_OPENSTATUSWINDOW,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_SETCANDIDATEPOS,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_SETCOMPOSITIONFONT,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_SETCOMPOSITIONWINDOW,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMC_SETSTATUSWINDOWPOS,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMR_CANDIDATEWINDOW,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMR_COMPOSITIONFONT,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMR_COMPOSITIONWINDOW,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMR_CONFIRMRECONVERTSTRING,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMR_DOCUMENTFEED,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMR_QUERYCHARPOSITION,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMR_RECONVERTSTRING,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_CHAR,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_COMPOSITION,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_COMPOSITIONFULL,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_CONTROL,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_ENDCOMPOSITION,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_KEYDOWN,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_KEYUP,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_NOTIFY,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_REQUEST,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_SELECT,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_SETCONTEXT,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
WM_IME_STARTCOMPOSITION,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,message
IMN_CHANGECANDIDATE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_CLOSECANDIDATE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_CLOSESTATUSWINDOW,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_GUIDELINE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_OPENCANDIDATE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_OPENSTATUSWINDOW,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_SETCANDIDATEPOS,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_SETCOMPOSITIONFONT,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_SETCOMPOSITIONWINDOW,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_SETCONVERSIONMODE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_SETOPENSTATUS,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_SETSENTENCEMODE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
IMN_SETSTATUSWINDOWPOS,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,notification message
CANDIDATEFORM,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,structure
CANDIDATELIST,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,structure
CHARSETINFO,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Wingdi.h,Windows.h,,,,,structure
COMPOSITIONFORM,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,,structure
CPINFO,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,,,,,structure
CPINFOEX,Windows 2000 and later,Windows 98 and later,Base/intl,,Winnls.h,Windows.h,,,,Declared as Unicode and ANSI structures.,structure
CURRENCYFMT,Windows NT 3.1 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,,,,Declared as Unicode and ANSI structures.,structure
FONTSIGNATURE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Wingdi.h,Windows.h,,,,,structure
GOFFSET,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
IMECHARPOSITION,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,structure
IMEMENUITEMINFO,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,Declared as Unicode and ANSI structures.,structure
LOCALESIGNATURE,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Wingdi.h,Windows.h,,,,,structure
NUMBERFMT,Windows NT 3.5 and later,Windows 95 and later,Base/intl,,Winnls.h,Windows.h,,,,Declared as Unicode and ANSI structures.,structure
RECONVERTSTRING,Windows 2000 and later,Windows 98 and later,Base/intl,,Imm.h,Windows.h,,,,,structure
REGISTERWORD,Windows NT 3.51 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,Declared as Unicode and ANSI structures.,structure
SCRIPT_ANALYSIS,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_CACHE,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_CONTROL,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_DIGITSUBSTITUTE,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_FONTPROPERTIES,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_ITEM,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_LOGATTR,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_PROPERTIES,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_STATE,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_STRING_ANALYSIS,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_TABDEF,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
SCRIPT_VISATTR,Windows 2000 and later,,Base/intl,Internet Explorer 5 or later on Windows 95/98/Me,Usp10.h,,,,,,structure
STYLEBUF,Windows NT 4.0 and later,Windows 95 and later,Base/intl,,Imm.h,Windows.h,,,,Declared as Unicode and ANSI structures.,structure
DdeCallback,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,callback function
XTYP_ADVDATA,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_ADVREQ,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_ADVSTART,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_ADVSTOP,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_CONNECT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_CONNECT_CONFIRM,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_DISCONNECT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_ERROR,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_EXECUTE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_MONITOR,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_POKE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_REGISTER,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_REQUEST,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_UNREGISTER,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_WILDCONNECT,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
XTYP_XACT_COMPLETE,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,,,,,DDE transaction
CallNamedPipe,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
ChangeClipboardChain,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
CloseClipboard,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
ConnectNamedPipe,Windows NT 3.1 and later,Unsupported,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
CountClipboardFormats,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winuser.h,Windows.h,User32.lib,,,,function
CreateMailslot,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions on Windows NT/2000/XP. Also supported by Microsoft Layer for Unicode.,function
CreateNamedPipe,Windows NT 3.1 and later,Unsupported,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,Implemented as Unicode and ANSI versions.,function
CreatePipe,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Winbase.h,Windows.h,Kernel32.lib,,,,function
DdeAbandonTransaction,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeAccessData,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeAddData,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
DdeClientTransaction,Windows NT 3.1 and later,Windows 95 and later,Base/ipc,,Ddeml.h,Windows.h,User32.lib,,,,function
